portfolio_set,model,asset,family,decile,n_assets,beta_rate,lambda_rate_full,lambda_rate_leave_one_out,delta_lambda_rate,shanken_se_lambda_rate_full,shanken_se_lambda_rate_leave_one_out,standardized_dfbeta,abs_standardized_dfbeta,reaches_threshold,role
book_to_market,market_plus_fedfunds_innovation,book_to_market__decile_05,book_to_market,decile_05,10,0.02063896904613116,-0.7601301178391229,-0.7849117717805012,0.024781653941378323,0.3655866306175382,0.38447428909370296,0.06778599616599185,0.06778599616599185,False,descriptive
book_to_market,market_plus_fedfunds_innovation,book_to_market__decile_06,book_to_market,decile_06,10,0.0012498509568634047,-0.7601301178391229,-0.7893137733830031,0.02918365554388025,0.3655866306175382,0.38484588019380156,0.07982692226623297,0.07982692226623297,False,descriptive
book_to_market,market_plus_fedfunds_innovation,book_to_market__decile_07,book_to_market,decile_07,10,-0.3917123701555003,-0.7601301178391229,-0.7912208263538172,0.03109070851469431,0.3655866306175382,0.4092841287023768,0.085043341060303,0.085043341060303,False,descriptive
book_to_market,market_plus_fedfunds_innovation,book_to_market__decile_08,book_to_market,decile_08,10,-0.16906107611414867,-0.7601301178391229,-0.747430265934064,-0.012699851905058845,0.3655866306175382,0.35666597300254704,-0.034738283190516646,0.034738283190516646,False,descriptive
book_to_market,market_plus_fedfunds_innovation,book_to_market__decile_09,book_to_market,decile_09,10,-0.340993858428019,-0.7601301178391229,-0.7924518132514814,0.03232169541235852,0.3655866306175382,0.36931936774087826,0.08841049618735143,0.08841049618735143,False,descriptive
book_to_market,market_plus_fedfunds_innovation,book_to_market__decile_10,book_to_market,decile_10,10,-0.47924537154162583,-0.7601301178391229,-0.6621849006264209,-0.097945217212702,0.3655866306175382,0.3339201650022178,-0.2679124700136211,0.2679124700136211,False,descriptive
earnings_to_price,market_plus_fedfunds_innovation,earnings_to_price__decile_01,earnings_to_price,decile_01,10,0.3674037770031306,-0.7281132288180231,-0.634486532490007,-0.09362669632801612,0.33490026422215197,0.3157348774079497,-0.27956590761573724,0.27956590761573724,False,descriptive
earnings_to_price,market_plus_fedfunds_innovation,earnings_to_price__decile_02,earnings_to_price,decile_02,10,0.21515810939249336,-0.7281132288180231,-0.7252382918761016,-0.0028749369419215354,0.33490026422215197,0.35082449100006524,-0.008584457072910761,0.008584457072910761,False,descriptive
earnings_to_price,market_plus_fedfunds_innovation,earnings_to_price__decile_03,earnings_to_price,decile_03,10,-0.11713719354840524,-0.7281132288180231,-0.7309518461954992,0.002838617377476149,0.33490026422215197,0.3366189884947929,0.00847600817535691,0.00847600817535691,False,descriptive
earnings_to_price,market_plus_fedfunds_innovation,earnings_to_price__decile_04,earnings_to_price,decile_04,10,-0.05449604576900344,-0.7281132288180231,-0.7334070185793183,0.005293789761295242,0.33490026422215197,0.3358432287314042,0.015807063555446085,0.015807063555446085,False,descriptive
earnings_to_price,market_plus_fedfunds_innovation,earnings_to_price__decile_05,earnings_to_price,decile_05,10,-0.17985100381793068,-0.7281132288180231,-0.7474731314009457,0.01935990258292264,0.33490026422215197,0.34179742624909,0.057807964493215465,0.057807964493215465,False,descriptive
earnings_to_price,market_plus_fedfunds_innovation,earnings_to_price__decile_06,earnings_to_price,decile_06,10,-0.24684352196199272,-0.7281132288180231,-0.740700682636631,0.01258745381860793,0.33490026422215197,0.34209127669131184,0.03758567897174962,0.03758567897174962,False,descriptive
earnings_to_price,market_plus_fedfunds_innovation,earnings_to_price__decile_07,earnings_to_price,decile_07,10,-0.2028675136929416,-0.7281132288180231,-0.697509588323586,-0.03060364049443709,0.33490026422215197,0.32494322245270757,-0.09138135667201666,0.09138135667201666,False,descriptive
earnings_to_price,market_plus_fedfunds_innovation,earnings_to_price__decile_08,earnings_to_price,decile_08,10,-0.2763733051652346,-0.7281132288180231,-0.6936582667141669,-0.034454962103856235,0.33490026422215197,0.3186566720214837,-0.10288126282576164,0.10288126282576164,False,descriptive
earnings_to_price,market_plus_fedfunds_innovation,earnings_to_price__decile_09,earnings_to_price,decile_09,10,-0.53996682842143,-0.7281132288180231,-0.8868521507400933,0.15873892192207018,0.33490026422215197,0.45167129928500876,0.47398864342720454,0.47398864342720454,False,descriptive
earnings_to_price,market_plus_fedfunds_innovation,earnings_to_price__decile_10,earnings_to_price,decile_10,10,-0.21546339895102934,-0.7281132288180231,-0.6942712532440602,-0.033841975573962846,0.33490026422215197,0.3139101994695871,-0.10105090735764301,0.10105090735764301,False,descriptive
equity_duration,market_plus_fedfunds_innovation,equity_duration__decile_01,equity_duration,decile_01,10,-0.2757730743776661,-0.7782407946162454,-0.7669391665516602,-0.011301628064585234,0.30847302725439774,0.2907353347611192,-0.03663732989939759,0.03663732989939759,False,descriptive
equity_duration,market_plus_fedfunds_innovation,equity_duration__decile_02,equity_duration,decile_02,10,-0.6212963812089413,-0.7782407946162454,-0.9365107438569558,0.15826994924071036,0.30847302725439774,0.4573430993707334,0.5130754888017652,0.5130754888017652,False,descriptive
equity_duration,market_plus_fedfunds_innovation,equity_duration__decile_03,equity_duration,decile_03,10,-0.21052604024417604,-0.7782407946162454,-0.7481948856826641,-0.030045908933581278,0.30847302725439774,0.2932363751289963,-0.09740206202470472,0.09740206202470472,False,descriptive
equity_duration,market_plus_fedfunds_innovation,equity_duration__decile_04,equity_duration,decile_04,10,-0.2992811146997262,-0.7782407946162454,-0.7820279226529799,0.003787128036734533,0.30847302725439774,0.3137809563092768,0.01227701517517539,0.01227701517517539,False,descriptive
equity_duration,market_plus_fedfunds_innovation,equity_duration__decile_05,equity_duration,decile_05,10,-0.03468774751433397,-0.7782407946162454,-0.7899313288659496,0.011690534249704232,0.30847302725439774,0.3161893990970585,0.03789807606116254,0.03789807606116254,False,descriptive
equity_duration,market_plus_fedfunds_innovation,equity_duration__decile_06,equity_duration,decile_06,10,-0.10222213829188435,-0.7782407946162454,-0.7808718567101832,0.0026310620939378193,0.30847302725439774,0.3093997975748394,0.008529310057854693,0.008529310057854693,False,descriptive
equity_duration,market_plus_fedfunds_innovation,equity_duration__decile_07,equity_duration,decile_07,10,-0.033996203455434026,-0.7782407946162454,-0.7823444543763357,0.004103659760090306,0.30847302725439774,0.3090734585487227,0.013303139650864895,0.013303139650864895,False,descriptive
equity_duration,market_plus_fedfunds_innovation,equity_duration__decile_08,equity_duration,decile_08,10,-0.13137619779919033,-0.7782407946162454,-0.7820929428759236,0.0038521482596781675,0.30847302725439774,0.31229744706014256,0.012487796077228174,0.012487796077228174,False,descriptive
equity_duration,market_plus_fedfunds_innovation,equity_duration__decile_09,equity_duration,decile_09,10,0.1937273673461788,-0.7782407946162454,-0.8045247735473021,0.026283978931056717,0.30847302725439774,0.3103569410614058,0.0852067331947967,0.0852067331947967,False,descriptive
