asset,test,restricted_parameters,statistic,p_value,df,nobs,holm_p_value,family,significant_holm_5pct,significant_unadjusted_5pct,scope,reference_regime,hac_lags,evidence_class,hypothesis,replication_status,rate_interaction_coefficient__elb_qe,rate_interaction_coefficient__inflation_tightening,rate_interaction_coefficient__normalisation,rate_interaction_coefficient__pandemic_elb_qe,rate_interaction_coefficient__post_tightening_easing,rate_interaction_t__elb_qe,rate_interaction_t__inflation_tightening,rate_interaction_t__normalisation,rate_interaction_t__pandemic_elb_qe,rate_interaction_t__post_tightening_easing
portfolio_excess_return__inventory_growth__decile_03,joint_regime_factor_interactions,10.0,38.67520244820776,2.8937317427814673e-05,10.0,648.0,0.0023149853942251736,regime_stability,True,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,-5.204507068740677,-0.916397596907707,0.3971014739621608,-5.959139725412893,2.8075455730662897,-0.5322416443646251,-0.5104079306452081,0.34447380886869367,-3.8704754555920022,0.510378369796414
portfolio_excess_return__inventory_growth__decile_03,joint_rate_beta_regime_interactions,5.0,15.84849249856944,0.007290213837550491,5.0,648.0,0.30288472746594325,regime_stability,False,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,-5.204507068740677,-0.916397596907707,0.3971014739621608,-5.959139725412893,2.8075455730662897,-0.5322416443646251,-0.5104079306452081,0.34447380886869367,-3.8704754555920022,0.510378369796414
portfolio_excess_return__inventory_growth__decile_04,joint_regime_factor_interactions,10.0,172.2610211680157,9.436539070968495e-32,10.0,648.0,1.3305520090065578e-29,regime_stability,True,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,-0.021915671027915806,0.04443801511007617,-0.6839829213377433,1.066749573010286,-5.474831650246457,-0.003378310867517075,0.023329201473804573,-1.124093489721269,0.33762346532308146,-1.7269323065928515
portfolio_excess_return__inventory_growth__decile_04,joint_rate_beta_regime_interactions,5.0,4.496293822011256,0.4803794651330566,5.0,648.0,1.0,regime_stability,False,False,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,-0.021915671027915806,0.04443801511007617,-0.6839829213377433,1.066749573010286,-5.474831650246457,-0.003378310867517075,0.023329201473804573,-1.124093489721269,0.33762346532308146,-1.7269323065928515
portfolio_excess_return__inventory_growth__decile_05,joint_regime_factor_interactions,10.0,13.315753034773035,0.20654957734186263,10.0,648.0,1.0,regime_stability,False,False,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,4.62761213222867,0.42781372663028305,-3.5456618882711366,-7.703421941043921,1.3624221171218762,0.9577890514291172,0.204398560500575,-2.827989213328283,-2.822013442318995,0.29473923589933954
portfolio_excess_return__inventory_growth__decile_05,joint_rate_beta_regime_interactions,5.0,11.576901330969477,0.04106837881335723,5.0,648.0,1.0,regime_stability,False,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,4.62761213222867,0.42781372663028305,-3.5456618882711366,-7.703421941043921,1.3624221171218762,0.9577890514291172,0.204398560500575,-2.827989213328283,-2.822013442318995,0.29473923589933954
portfolio_excess_return__inventory_growth__decile_06,joint_regime_factor_interactions,10.0,31.285722545600482,0.0005262431167733293,10.0,648.0,0.034334127865538494,regime_stability,True,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,-6.279027594057579,1.2661187649873358,-0.8457542477552202,4.213270399709518,-5.03727195907358,-1.0902642886633522,0.7404894346810186,-1.202660938993409,2.017747742001817,-1.7896798595843548
portfolio_excess_return__inventory_growth__decile_06,joint_rate_beta_regime_interactions,5.0,10.14187063878392,0.07131376867160047,5.0,648.0,1.0,regime_stability,False,False,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,-6.279027594057579,1.2661187649873358,-0.8457542477552202,4.213270399709518,-5.03727195907358,-1.0902642886633522,0.7404894346810186,-1.202660938993409,2.017747742001817,-1.7896798595843548
portfolio_excess_return__inventory_growth__decile_07,joint_regime_factor_interactions,10.0,80.62956182148956,3.778313895513091e-13,10.0,648.0,4.874024925211887e-11,regime_stability,True,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,0.8031496123876973,1.6436997322640847,1.544735741840233,-3.48927470246562,10.07121344363328,0.14205010438264595,1.4962827932990357,1.6513741855821258,-1.958808468995625,3.060877200584971
portfolio_excess_return__inventory_growth__decile_07,joint_rate_beta_regime_interactions,5.0,17.216823662279626,0.004106422784846736,5.0,648.0,0.18889544810294986,regime_stability,False,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,0.8031496123876973,1.6436997322640847,1.544735741840233,-3.48927470246562,10.07121344363328,0.14205010438264595,1.4962827932990357,1.6513741855821258,-1.958808468995625,3.060877200584971
portfolio_excess_return__inventory_growth__decile_08,joint_regime_factor_interactions,10.0,56.38091163075119,1.7417438712095047e-08,10.0,648.0,1.8985008196183601e-06,regime_stability,True,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,-0.8429641064125093,2.465018306489322,-0.9712994762991567,7.830990633483754,0.9879452659760837,-0.20257619011193775,1.653897877042566,-0.7163511064387315,2.354365077297332,0.17192928671863816
portfolio_excess_return__inventory_growth__decile_08,joint_rate_beta_regime_interactions,5.0,7.257342777208623,0.20219408461423952,5.0,648.0,1.0,regime_stability,False,False,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,-0.8429641064125093,2.465018306489322,-0.9712994762991567,7.830990633483754,0.9879452659760837,-0.20257619011193775,1.653897877042566,-0.7163511064387315,2.354365077297332,0.17192928671863816
portfolio_excess_return__inventory_growth__decile_09,joint_regime_factor_interactions,10.0,73.50694490793062,9.282749977452743e-12,10.0,648.0,1.1696264971590456e-09,regime_stability,True,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,-20.52967639400289,-7.424754420966365,-3.4332138606504436,4.335343359741657,0.5330785259914919,-2.276983129542715,-1.9214354313639321,-3.8023362409899635,1.1654455564350354,0.09869309406339317
portfolio_excess_return__inventory_growth__decile_09,joint_rate_beta_regime_interactions,5.0,25.006646525830167,0.00013892266266699716,5.0,648.0,0.009863509049356798,regime_stability,True,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,-20.52967639400289,-7.424754420966365,-3.4332138606504436,4.335343359741657,0.5330785259914919,-2.276983129542715,-1.9214354313639321,-3.8023362409899635,1.1654455564350354,0.09869309406339317
portfolio_excess_return__inventory_growth__decile_10,joint_regime_factor_interactions,10.0,36.63036769269705,6.5558905818475e-05,10.0,648.0,0.005048035748022575,regime_stability,True,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,-0.7739574090386245,1.1182385411757338,1.1340796423792678,-2.5157405102798,-1.41294193115721,-0.09883794460572667,0.37574523367187956,1.192179846786612,-3.64179130840438,-0.1688067423701898
portfolio_excess_return__inventory_growth__decile_10,joint_rate_beta_regime_interactions,5.0,14.536672735449473,0.012536842218350532,5.0,648.0,0.5014736887340212,regime_stability,False,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,-0.7739574090386245,1.1182385411757338,1.1340796423792678,-2.5157405102798,-1.41294193115721,-0.09883794460572667,0.37574523367187956,1.192179846786612,-3.64179130840438,-0.1688067423701898
portfolio_excess_return__investment_to_assets__decile_01,joint_regime_factor_interactions,10.0,29.316897737241234,0.0011069952280219177,10.0,648.0,0.06641971368131507,regime_stability,False,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,6.188041683615091,1.6991964805243898,-0.901305400579866,-7.56866233304514,5.020444337036238,1.0740046245082233,1.0745343215900665,-0.5570589666930384,-1.3612179179933463,1.0728174647578164
portfolio_excess_return__investment_to_assets__decile_01,joint_rate_beta_regime_interactions,5.0,5.603735909204689,0.3467048893170165,5.0,648.0,1.0,regime_stability,False,False,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,6.188041683615091,1.6991964805243898,-0.901305400579866,-7.56866233304514,5.020444337036238,1.0740046245082233,1.0745343215900665,-0.5570589666930384,-1.3612179179933463,1.0728174647578164
portfolio_excess_return__investment_to_assets__decile_02,joint_regime_factor_interactions,10.0,28.33552731407293,0.0015948347940242334,10.0,648.0,0.08771591367133283,regime_stability,False,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,7.295671868142573,3.7572539968658205,1.1297245378106684,5.761679154553736,6.3850297263986855,0.8053627047955514,2.3864250507637808,0.9487657408998884,1.5527617255154618,0.46678654441597045
portfolio_excess_return__investment_to_assets__decile_02,joint_rate_beta_regime_interactions,5.0,9.92328397738071,0.07743837350672271,5.0,648.0,1.0,regime_stability,False,False,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,7.295671868142573,3.7572539968658205,1.1297245378106684,5.761679154553736,6.3850297263986855,0.8053627047955514,2.3864250507637808,0.9487657408998884,1.5527617255154618,0.46678654441597045
portfolio_excess_return__investment_to_assets__decile_03,joint_regime_factor_interactions,10.0,30.92387787805543,0.0006039511723330172,10.0,648.0,0.038652875029313104,regime_stability,True,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,8.380055380794289,0.5296201370842936,-0.702164509050005,-2.256947969848122,3.521787831440106,1.4165813901097744,0.2492554677787952,-0.6384063829826837,-1.5833668497905107,1.2142287169254593
portfolio_excess_return__investment_to_assets__decile_03,joint_rate_beta_regime_interactions,5.0,6.246134763060716,0.2830003439017069,5.0,648.0,1.0,regime_stability,False,False,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,8.380055380794289,0.5296201370842936,-0.702164509050005,-2.256947969848122,3.521787831440106,1.4165813901097744,0.2492554677787952,-0.6384063829826837,-1.5833668497905107,1.2142287169254593
portfolio_excess_return__investment_to_assets__decile_04,joint_regime_factor_interactions,10.0,99.16227313232419,8.016296229867667e-17,10.0,648.0,1.0581511023425321e-14,regime_stability,True,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,-11.660558447205245,0.7018707939847859,3.4305294171821137,-5.721609806365148,-0.2886036959756044,-1.251033569269757,0.503837234114831,4.957345362329764,-2.833695727513609,-0.0811537138564356
portfolio_excess_return__investment_to_assets__decile_04,joint_rate_beta_regime_interactions,5.0,36.958096863903705,6.1064510435224e-07,5.0,648.0,5.9232575122167275e-05,regime_stability,True,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,-11.660558447205245,0.7018707939847859,3.4305294171821137,-5.721609806365148,-0.2886036959756044,-1.251033569269757,0.503837234114831,4.957345362329764,-2.833695727513609,-0.0811537138564356
portfolio_excess_return__investment_to_assets__decile_05,joint_regime_factor_interactions,10.0,25.439911327681,0.004571180207717111,10.0,648.0,0.20113192913955288,regime_stability,False,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,9.320996344177448,0.13869216172456178,1.187689451872954,-0.8514192889465004,0.3683738331478752,1.6099152078894656,0.07794380929944433,2.0330490948424598,-1.0276919752721838,0.14108145823616453
portfolio_excess_return__investment_to_assets__decile_05,joint_rate_beta_regime_interactions,5.0,8.037868758686663,0.1541609179128427,5.0,648.0,1.0,regime_stability,False,False,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,9.320996344177448,0.13869216172456178,1.187689451872954,-0.8514192889465004,0.3683738331478752,1.6099152078894656,0.07794380929944433,2.0330490948424598,-1.0276919752721838,0.14108145823616453
portfolio_excess_return__investment_to_assets__decile_06,joint_regime_factor_interactions,10.0,4.243085929477523,0.9357153359705425,10.0,648.0,1.0,regime_stability,False,False,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,-2.0943155124969035,0.4669060934277742,-0.9003860803191559,-1.0631364701209485,-0.008018232382388746,-0.3387306239480727,0.3518296253667946,-1.2063358219773173,-0.4186208548326679,-0.0017916793693771344
portfolio_excess_return__investment_to_assets__decile_06,joint_rate_beta_regime_interactions,5.0,1.9677848400526206,0.853584429046117,5.0,648.0,1.0,regime_stability,False,False,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,-2.0943155124969035,0.4669060934277742,-0.9003860803191559,-1.0631364701209485,-0.008018232382388746,-0.3387306239480727,0.3518296253667946,-1.2063358219773173,-0.4186208548326679,-0.0017916793693771344
portfolio_excess_return__investment_to_assets__decile_07,joint_regime_factor_interactions,10.0,87.19163939436865,1.9270355612926772e-14,10.0,648.0,2.5051462296804803e-12,regime_stability,True,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,-4.947408628613555,0.7048412384667753,-2.8832482280995686,0.9238664915001387,8.537543494572816,-0.9763246146031331,0.5813656510959638,-4.895506706119828,0.6692985793202025,3.910525788611406
portfolio_excess_return__investment_to_assets__decile_07,joint_rate_beta_regime_interactions,5.0,41.05812797759138,9.132474977875149e-08,5.0,648.0,9.540542606051155e-06,regime_stability,True,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,-4.947408628613555,0.7048412384667753,-2.8832482280995686,0.9238664915001387,8.537543494572816,-0.9763246146031331,0.5813656510959638,-4.895506706119828,0.6692985793202025,3.910525788611406
portfolio_excess_return__investment_to_assets__decile_08,joint_regime_factor_interactions,10.0,71.7628334243982,2.022555100622241e-11,10.0,648.0,2.467517222759134e-09,regime_stability,True,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,-9.414077371184074,-2.9869944720588206,1.2097074707862827,11.844458080738196,-9.058629550552205,-0.8285738848198546,-1.266661976938958,1.8333649473425662,4.12516605206984,-3.0035144814790895
portfolio_excess_return__investment_to_assets__decile_08,joint_rate_beta_regime_interactions,5.0,28.876809288725656,2.4514181516846695e-05,5.0,648.0,0.001985648702864582,regime_stability,True,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,-9.414077371184074,-2.9869944720588206,1.2097074707862827,11.844458080738196,-9.058629550552205,-0.8285738848198546,-1.266661976938958,1.8333649473425662,4.12516605206984,-3.0035144814790895
portfolio_excess_return__investment_to_assets__decile_09,joint_regime_factor_interactions,10.0,46.328289337638246,1.2505732779253148e-06,10.0,648.0,0.00011505274156912896,regime_stability,True,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,-11.593905745487287,-0.4691867610664606,-1.3063515671389627,-2.7819765475126204,3.330128612213997,-1.672218011403319,-0.18279650797206448,-1.5245341135900083,-0.7651363899536514,0.7485473270914633
portfolio_excess_return__investment_to_assets__decile_09,joint_rate_beta_regime_interactions,5.0,6.649652879317393,0.24802673273175752,5.0,648.0,1.0,regime_stability,False,False,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,-11.593905745487287,-0.4691867610664606,-1.3063515671389627,-2.7819765475126204,3.330128612213997,-1.672218011403319,-0.18279650797206448,-1.5245341135900083,-0.7651363899536514,0.7485473270914633
portfolio_excess_return__investment_to_assets__decile_10,joint_regime_factor_interactions,10.0,50.62001733380317,2.0522060128973325e-07,10.0,648.0,2.0727280730263058e-05,regime_stability,True,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,1.2699425352329676,-3.020052509009303,-2.2987148344291004,1.1913367716678422,-0.1686010937351421,0.19909547519523044,-1.6507585640886269,-1.5025416197138903,0.48850366874824713,-0.041446631479708056
portfolio_excess_return__investment_to_assets__decile_10,joint_rate_beta_regime_interactions,5.0,5.253369173486498,0.3857476488115261,5.0,648.0,1.0,regime_stability,False,False,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,1.2699425352329676,-3.020052509009303,-2.2987148344291004,1.1913367716678422,-0.1686010937351421,0.19909547519523044,-1.6507585640886269,-1.5025416197138903,0.48850366874824713,-0.041446631479708056
portfolio_excess_return__long_term_reversal__decile_01,joint_regime_factor_interactions,10.0,196.4033482932431,9.071683138266663e-37,10.0,648.0,1.288179005633866e-34,regime_stability,True,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,1.9500811961603013,4.79609958411751,5.87090936829519,9.42074767394835,-13.47392543662378,0.0928830559774894,2.209028736853442,2.586780170521359,1.0927038559138722,-3.557225807001239
portfolio_excess_return__long_term_reversal__decile_01,joint_rate_beta_regime_interactions,5.0,32.27537079708449,5.239968197583107e-06,5.0,648.0,0.0004558772331897303,regime_stability,True,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,1.9500811961603013,4.79609958411751,5.87090936829519,9.42074767394835,-13.47392543662378,0.0928830559774894,2.209028736853442,2.586780170521359,1.0927038559138722,-3.557225807001239
portfolio_excess_return__long_term_reversal__decile_02,joint_regime_factor_interactions,10.0,72.18062229842585,1.6786786286641412e-11,10.0,648.0,2.081561499543535e-09,regime_stability,True,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,7.952634074095201,4.954559770917808,6.288079406631884,-7.64474709555917,-1.3364080408540193,0.5213745469814065,3.6597788668689963,4.9599991609824805,-1.4232882907757634,-0.4503485177340313
portfolio_excess_return__long_term_reversal__decile_02,joint_rate_beta_regime_interactions,5.0,40.086279982054016,1.4347186624777891e-07,5.0,648.0,1.4634130357273449e-05,regime_stability,True,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,7.952634074095201,4.954559770917808,6.288079406631884,-7.64474709555917,-1.3364080408540193,0.5213745469814065,3.6597788668689963,4.9599991609824805,-1.4232882907757634,-0.4503485177340313
portfolio_excess_return__long_term_reversal__decile_03,joint_regime_factor_interactions,10.0,26.064541593293395,0.0036543439718533183,10.0,648.0,0.17175416667710597,regime_stability,False,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,0.5669403929835877,3.1894827012499,1.5006349233083691,4.387863665764071,-3.373081058943859,0.04873410297912978,1.5177805347077011,1.32226616355504,0.500116455444432,-0.8367810495178112
portfolio_excess_return__long_term_reversal__decile_03,joint_rate_beta_regime_interactions,5.0,5.001381105423949,0.4157116580683334,5.0,648.0,1.0,regime_stability,False,False,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,0.5669403929835877,3.1894827012499,1.5006349233083691,4.387863665764071,-3.373081058943859,0.04873410297912978,1.5177805347077011,1.32226616355504,0.500116455444432,-0.8367810495178112
portfolio_excess_return__long_term_reversal__decile_04,joint_regime_factor_interactions,10.0,110.3599368731479,4.514437950924916e-19,10.0,648.0,6.229924372276383e-17,regime_stability,True,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,-6.951821000039129,1.533984173635797,4.699653952544947,-10.94033244761164,16.655996164377985,-0.5999092819946831,1.1578070653662789,3.383972011941698,-3.285305068699574,5.300460431827703
portfolio_excess_return__long_term_reversal__decile_04,joint_rate_beta_regime_interactions,5.0,49.09337832685309,2.123833651471812e-09,5.0,648.0,2.48488537222202e-07,regime_stability,True,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,-6.951821000039129,1.533984173635797,4.699653952544947,-10.94033244761164,16.655996164377985,-0.5999092819946831,1.1578070653662789,3.383972011941698,-3.285305068699574,5.300460431827703
portfolio_excess_return__long_term_reversal__decile_05,joint_regime_factor_interactions,10.0,66.78826104530675,1.8412993830678466e-10,10.0,648.0,2.2095592596814158e-08,regime_stability,True,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,8.94237379672156,0.10564159507799609,6.847548513609271,-6.701833418971548,1.678427886968704,1.894854396744072,0.07961379607182029,4.729418040153012,-3.123077459751186,0.3600805601279939
portfolio_excess_return__long_term_reversal__decile_05,joint_rate_beta_regime_interactions,5.0,32.55190425045962,4.618557041642471e-06,5.0,648.0,0.0004064330196645374,regime_stability,True,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,8.94237379672156,0.10564159507799609,6.847548513609271,-6.701833418971548,1.678427886968704,1.894854396744072,0.07961379607182029,4.729418040153012,-3.123077459751186,0.3600805601279939
portfolio_excess_return__long_term_reversal__decile_06,joint_regime_factor_interactions,10.0,24.150199768803642,0.007211541130141505,10.0,648.0,0.30288472746594325,regime_stability,False,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,6.567584037072883,1.7829998768073299,-2.211049630048146,4.37905765497095,-3.9193083318223767,1.3537328680983007,1.2037827294434928,-2.486432318188633,1.7936828102369868,-0.8281220583087281
portfolio_excess_return__long_term_reversal__decile_06,joint_rate_beta_regime_interactions,5.0,12.696863860637828,0.02639128345980602,5.0,648.0,1.0,regime_stability,False,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,6.567584037072883,1.7829998768073299,-2.211049630048146,4.37905765497095,-3.9193083318223767,1.3537328680983007,1.2037827294434928,-2.486432318188633,1.7936828102369868,-0.8281220583087281
portfolio_excess_return__long_term_reversal__decile_07,joint_regime_factor_interactions,10.0,30.208976738792973,0.0007917391987245983,10.0,648.0,0.04829609112220049,regime_stability,True,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,-2.5102308701369154,0.8108428738666063,-0.12751925621209637,-1.7079831443324647,1.568412102587983,-0.4006243860874576,0.4496470717798837,-0.14166280140084597,-2.191899119179232,0.7133785964075859
portfolio_excess_return__long_term_reversal__decile_07,joint_rate_beta_regime_interactions,5.0,6.401953709316931,0.2690473781218472,5.0,648.0,1.0,regime_stability,False,False,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,-2.5102308701369154,0.8108428738666063,-0.12751925621209637,-1.7079831443324647,1.568412102587983,-0.4006243860874576,0.4496470717798837,-0.14166280140084597,-2.191899119179232,0.7133785964075859
portfolio_excess_return__long_term_reversal__decile_08,joint_regime_factor_interactions,10.0,27.4879835780446,0.0021790520133366134,10.0,648.0,0.11113165268016728,regime_stability,False,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,-6.19554372872094,2.1495226685692046,-0.02506246851156302,2.3944796519496556,-4.98899025419857,-0.8188453412717345,1.2490144281589708,-0.04128048577306234,0.9749786151607346,-1.0551939208755723
portfolio_excess_return__long_term_reversal__decile_08,joint_rate_beta_regime_interactions,5.0,4.869867836058493,0.4319674103381351,5.0,648.0,1.0,regime_stability,False,False,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,-6.19554372872094,2.1495226685692046,-0.02506246851156302,2.3944796519496556,-4.98899025419857,-0.8188453412717345,1.2490144281589708,-0.04128048577306234,0.9749786151607346,-1.0551939208755723
portfolio_excess_return__long_term_reversal__decile_09,joint_regime_factor_interactions,10.0,44.84627736012137,2.318075618108835e-06,10.0,648.0,0.000210944881247904,regime_stability,True,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,-12.15009184860082,1.1799286551819872,-2.1371590328413355,-1.3441301608414697,13.128801943916052,-2.4089402655112266,1.175235612101254,-4.019957864388612,-0.9928384610272716,2.352351440965066
portfolio_excess_return__long_term_reversal__decile_09,joint_rate_beta_regime_interactions,5.0,31.24704495108309,8.37176403209977e-06,5.0,648.0,0.0007199717067605802,regime_stability,True,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,-12.15009184860082,1.1799286551819872,-2.1371590328413355,-1.3441301608414697,13.128801943916052,-2.4089402655112266,1.175235612101254,-4.019957864388612,-0.9928384610272716,2.352351440965066
portfolio_excess_return__long_term_reversal__decile_10,joint_regime_factor_interactions,10.0,60.170490901800726,3.364784856041333e-09,10.0,648.0,3.83585473588712e-07,regime_stability,True,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,-4.566997416672624,-3.9528424891153477,-5.271555901709917,0.5044885238614789,10.701677134946731,-0.5509500290140316,-1.538915237651443,-3.6053506817950636,0.16393887090580916,1.97527177462783
portfolio_excess_return__long_term_reversal__decile_10,joint_rate_beta_regime_interactions,5.0,19.95434083477759,0.0012746269870053493,5.0,648.0,0.07392836524631026,regime_stability,False,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,-4.566997416672624,-3.9528424891153477,-5.271555901709917,0.5044885238614789,10.701677134946731,-0.5509500290140316,-1.538915237651443,-3.6053506817950636,0.16393887090580916,1.97527177462783
portfolio_excess_return__ppe_investment__decile_01,joint_regime_factor_interactions,10.0,74.44040415191213,6.113307650302317e-12,10.0,648.0,7.763900715883942e-10,regime_stability,True,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,-0.6629619041748871,3.8954754615595957,5.84348412847414,-7.9840048172944655,9.471080011303789,-0.08523370656304224,1.7127653216784189,4.958317069162325,-2.419501302356074,2.9307398642972
portfolio_excess_return__ppe_investment__decile_01,joint_rate_beta_regime_interactions,5.0,44.64931203436844,1.7096492096589398e-08,5.0,648.0,1.8806141306248338e-06,regime_stability,True,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,-0.6629619041748871,3.8954754615595957,5.84348412847414,-7.9840048172944655,9.471080011303789,-0.08523370656304224,1.7127653216784189,4.958317069162325,-2.419501302356074,2.9307398642972
portfolio_excess_return__ppe_investment__decile_02,joint_regime_factor_interactions,10.0,98.01045529959029,1.3621333415533257e-16,10.0,648.0,1.7843946774348568e-14,regime_stability,True,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,-9.217921593608576,1.8920223851590894,-1.1472785375292203,-1.4229888261102417,11.456264332007883,-0.8855260432908033,1.3118796233875583,-1.336587150022436,-0.7470708101633241,7.108065644605573
portfolio_excess_return__ppe_investment__decile_02,joint_rate_beta_regime_interactions,5.0,53.99536761654452,2.1004252708977644e-10,5.0,648.0,2.4995060723683396e-08,regime_stability,True,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,-9.217921593608576,1.8920223851590894,-1.1472785375292203,-1.4229888261102417,11.456264332007883,-0.8855260432908033,1.3118796233875583,-1.336587150022436,-0.7470708101633241,7.108065644605573
portfolio_excess_return__ppe_investment__decile_03,joint_regime_factor_interactions,10.0,49.76013057989514,2.9543067028406096e-07,10.0,648.0,2.9543067028406095e-05,regime_stability,True,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,-4.335397578809781,0.15936342695888706,-0.9448718980534649,-0.31440196427889155,-4.1580364691398355,-1.220425248186133,0.0957931754954793,-1.479709227357669,-0.1263649179428331,-1.4820532928569008
portfolio_excess_return__ppe_investment__decile_03,joint_rate_beta_regime_interactions,5.0,5.683522721920136,0.338241194259892,5.0,648.0,1.0,regime_stability,False,False,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,-4.335397578809781,0.15936342695888706,-0.9448718980534649,-0.31440196427889155,-4.1580364691398355,-1.220425248186133,0.0957931754954793,-1.479709227357669,-0.1263649179428331,-1.4820532928569008
portfolio_excess_return__ppe_investment__decile_04,joint_regime_factor_interactions,10.0,47.289837297648134,8.362768281882089e-07,10.0,648.0,8.028257550606805e-05,regime_stability,True,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,3.598726209678219,0.24467118828399337,-0.6722460313177683,1.0681558550499481,-2.2768078543556483,0.6830742528065225,0.2084424011355546,-1.0280393271405004,1.1303896463681204,-0.9161736549102902
portfolio_excess_return__ppe_investment__decile_04,joint_rate_beta_regime_interactions,5.0,3.4894839613786144,0.6249794326755602,5.0,648.0,1.0,regime_stability,False,False,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,3.598726209678219,0.24467118828399337,-0.6722460313177683,1.0681558550499481,-2.2768078543556483,0.6830742528065225,0.2084424011355546,-1.0280393271405004,1.1303896463681204,-0.9161736549102902
portfolio_excess_return__ppe_investment__decile_05,joint_regime_factor_interactions,10.0,37.15810561265432,5.3137602420926304e-05,10.0,648.0,0.004144732988832252,regime_stability,True,True,asset,conventional_pre_elb,6,confirmatory,H3,documented_reconstruction,1.4215451846932101,1.4796826509736187,0.6910797293355424,0.402793957551987,3.4255294229392055,0.4648149769521819,1.1790133252403892,0.9020823417232473,0.37749556068376794,0.6925539955080185
