asset,test,restricted_parameters,statistic,p_value,df,nobs,holm_p_value,family,significant_holm_5pct,shift_months,boundary_rule,verdict,scope,evidence_class,hypothesis,replication_status
portfolio_excess_return__inventory_growth__decile_10,joint_regime_factor_interactions,10.0,36.63036769269705,6.5558905818475e-05,10.0,648.0,0.005048035748022575,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__inventory_growth__decile_10,joint_rate_beta_regime_interactions,5.0,14.536672735449473,0.012536842218350532,5.0,648.0,0.5014736887340212,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__investment_to_assets__decile_01,joint_regime_factor_interactions,10.0,29.316897737241234,0.0011069952280219177,10.0,648.0,0.06641971368131507,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__investment_to_assets__decile_01,joint_rate_beta_regime_interactions,5.0,5.603735909204689,0.3467048893170165,5.0,648.0,1.0,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__investment_to_assets__decile_02,joint_regime_factor_interactions,10.0,28.33552731407293,0.0015948347940242334,10.0,648.0,0.08771591367133283,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__investment_to_assets__decile_02,joint_rate_beta_regime_interactions,5.0,9.92328397738071,0.07743837350672271,5.0,648.0,1.0,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__investment_to_assets__decile_03,joint_regime_factor_interactions,10.0,30.92387787805543,0.0006039511723330172,10.0,648.0,0.038652875029313104,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__investment_to_assets__decile_03,joint_rate_beta_regime_interactions,5.0,6.246134763060716,0.2830003439017069,5.0,648.0,1.0,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__investment_to_assets__decile_04,joint_regime_factor_interactions,10.0,99.16227313232419,8.016296229867667e-17,10.0,648.0,1.0581511023425321e-14,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__investment_to_assets__decile_04,joint_rate_beta_regime_interactions,5.0,36.958096863903705,6.1064510435224e-07,5.0,648.0,5.9232575122167275e-05,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__investment_to_assets__decile_05,joint_regime_factor_interactions,10.0,25.439911327681,0.004571180207717111,10.0,648.0,0.20113192913955288,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__investment_to_assets__decile_05,joint_rate_beta_regime_interactions,5.0,8.037868758686663,0.1541609179128427,5.0,648.0,1.0,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__investment_to_assets__decile_06,joint_regime_factor_interactions,10.0,4.243085929477523,0.9357153359705425,10.0,648.0,1.0,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__investment_to_assets__decile_06,joint_rate_beta_regime_interactions,5.0,1.9677848400526206,0.853584429046117,5.0,648.0,1.0,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__investment_to_assets__decile_07,joint_regime_factor_interactions,10.0,87.19163939436865,1.9270355612926772e-14,10.0,648.0,2.5051462296804803e-12,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__investment_to_assets__decile_07,joint_rate_beta_regime_interactions,5.0,41.05812797759138,9.132474977875149e-08,5.0,648.0,9.540542606051155e-06,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__investment_to_assets__decile_08,joint_regime_factor_interactions,10.0,71.7628334243982,2.022555100622241e-11,10.0,648.0,2.467517222759134e-09,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__investment_to_assets__decile_08,joint_rate_beta_regime_interactions,5.0,28.876809288725656,2.4514181516846695e-05,5.0,648.0,0.001985648702864582,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__investment_to_assets__decile_09,joint_regime_factor_interactions,10.0,46.328289337638246,1.2505732779253148e-06,10.0,648.0,0.00011505274156912896,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__investment_to_assets__decile_09,joint_rate_beta_regime_interactions,5.0,6.649652879317393,0.24802673273175752,5.0,648.0,1.0,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__investment_to_assets__decile_10,joint_regime_factor_interactions,10.0,50.62001733380317,2.0522060128973325e-07,10.0,648.0,2.0727280730263058e-05,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__investment_to_assets__decile_10,joint_rate_beta_regime_interactions,5.0,5.253369173486498,0.3857476488115261,5.0,648.0,1.0,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_01,joint_regime_factor_interactions,10.0,196.4033482932431,9.071683138266663e-37,10.0,648.0,1.288179005633866e-34,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_01,joint_rate_beta_regime_interactions,5.0,32.27537079708449,5.239968197583107e-06,5.0,648.0,0.0004558772331897303,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_02,joint_regime_factor_interactions,10.0,72.18062229842585,1.6786786286641412e-11,10.0,648.0,2.081561499543535e-09,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_02,joint_rate_beta_regime_interactions,5.0,40.086279982054016,1.4347186624777891e-07,5.0,648.0,1.4634130357273449e-05,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_03,joint_regime_factor_interactions,10.0,26.064541593293395,0.0036543439718533183,10.0,648.0,0.17175416667710597,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_03,joint_rate_beta_regime_interactions,5.0,5.001381105423949,0.4157116580683334,5.0,648.0,1.0,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_04,joint_regime_factor_interactions,10.0,110.3599368731479,4.514437950924916e-19,10.0,648.0,6.229924372276383e-17,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_04,joint_rate_beta_regime_interactions,5.0,49.09337832685309,2.123833651471812e-09,5.0,648.0,2.48488537222202e-07,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_05,joint_regime_factor_interactions,10.0,66.78826104530675,1.8412993830678466e-10,10.0,648.0,2.2095592596814158e-08,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_05,joint_rate_beta_regime_interactions,5.0,32.55190425045962,4.618557041642471e-06,5.0,648.0,0.0004064330196645374,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_06,joint_regime_factor_interactions,10.0,24.150199768803642,0.007211541130141505,10.0,648.0,0.30288472746594325,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_06,joint_rate_beta_regime_interactions,5.0,12.696863860637828,0.02639128345980602,5.0,648.0,1.0,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_07,joint_regime_factor_interactions,10.0,30.208976738792973,0.0007917391987245983,10.0,648.0,0.04829609112220049,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_07,joint_rate_beta_regime_interactions,5.0,6.401953709316931,0.2690473781218472,5.0,648.0,1.0,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_08,joint_regime_factor_interactions,10.0,27.4879835780446,0.0021790520133366134,10.0,648.0,0.11113165268016728,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_08,joint_rate_beta_regime_interactions,5.0,4.869867836058493,0.4319674103381351,5.0,648.0,1.0,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_09,joint_regime_factor_interactions,10.0,44.84627736012137,2.318075618108835e-06,10.0,648.0,0.000210944881247904,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_09,joint_rate_beta_regime_interactions,5.0,31.24704495108309,8.37176403209977e-06,5.0,648.0,0.0007199717067605802,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_10,joint_regime_factor_interactions,10.0,60.170490901800726,3.364784856041333e-09,10.0,648.0,3.83585473588712e-07,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__long_term_reversal__decile_10,joint_rate_beta_regime_interactions,5.0,19.95434083477759,0.0012746269870053493,5.0,648.0,0.07392836524631026,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_01,joint_regime_factor_interactions,10.0,74.44040415191213,6.113307650302317e-12,10.0,648.0,7.763900715883942e-10,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_01,joint_rate_beta_regime_interactions,5.0,44.64931203436844,1.7096492096589398e-08,5.0,648.0,1.8806141306248338e-06,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_02,joint_regime_factor_interactions,10.0,98.01045529959029,1.3621333415533257e-16,10.0,648.0,1.7843946774348568e-14,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_02,joint_rate_beta_regime_interactions,5.0,53.99536761654452,2.1004252708977644e-10,5.0,648.0,2.4995060723683396e-08,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_03,joint_regime_factor_interactions,10.0,49.76013057989514,2.9543067028406096e-07,10.0,648.0,2.9543067028406095e-05,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_03,joint_rate_beta_regime_interactions,5.0,5.683522721920136,0.338241194259892,5.0,648.0,1.0,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_04,joint_regime_factor_interactions,10.0,47.289837297648134,8.362768281882089e-07,10.0,648.0,8.028257550606805e-05,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_04,joint_rate_beta_regime_interactions,5.0,3.4894839613786144,0.6249794326755602,5.0,648.0,1.0,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_05,joint_regime_factor_interactions,10.0,37.15810561265432,5.3137602420926304e-05,10.0,648.0,0.004144732988832252,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_05,joint_rate_beta_regime_interactions,5.0,2.9920685660091833,0.7012087048474352,5.0,648.0,1.0,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_06,joint_regime_factor_interactions,10.0,17.743273198014588,0.05945178504460258,10.0,648.0,1.0,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_06,joint_rate_beta_regime_interactions,5.0,7.3361920292453755,0.1968136690964166,5.0,648.0,1.0,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_07,joint_regime_factor_interactions,10.0,30.855109150378688,0.0006199362965866934,10.0,648.0,0.039055986684961685,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_07,joint_rate_beta_regime_interactions,5.0,17.70091641097157,0.003345567437996448,5.0,648.0,0.16183609386170858,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_08,joint_regime_factor_interactions,10.0,75.33118998353704,4.101366251536554e-12,10.0,648.0,5.249748801966789e-10,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_08,joint_rate_beta_regime_interactions,5.0,18.99422086563363,0.0019269067608998687,5.0,648.0,0.10019915156679317,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_09,joint_regime_factor_interactions,10.0,28.608870469840298,0.001441182288131713,10.0,648.0,0.08070620813537593,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_09,joint_rate_beta_regime_interactions,5.0,7.766665430053845,0.1695726675080027,5.0,648.0,1.0,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_10,joint_regime_factor_interactions,10.0,52.53404831998019,9.086231053382053e-08,10.0,648.0,9.540542606051155e-06,regime_stability,True,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__ppe_investment__decile_10,joint_rate_beta_regime_interactions,5.0,19.078781523348766,0.0018582573891196856,5.0,648.0,0.09848764162334334,regime_stability,False,0,registered,unstable,asset,confirmatory,H3,documented_reconstruction
equal_weighted_test_assets,joint_regime_factor_interactions,10.0,58.859484907097475,5.953044837806557e-09,10.0,648.0,6.72694066672141e-07,regime_stability,True,0,registered,unstable,equal_weighted_aggregate,confirmatory,H3,documented_reconstruction
equal_weighted_test_assets,joint_rate_beta_regime_interactions,5.0,37.31295828520956,5.183596173757298e-07,5.0,648.0,5.079924250282152e-05,regime_stability,True,0,registered,unstable,equal_weighted_aggregate,confirmatory,H3,documented_reconstruction
portfolio_excess_return__book_to_market__decile_01,joint_regime_factor_interactions,10.0,120.04855549254523,4.9465392166111065e-21,10.0,648.0,6.381035589428327e-19,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__book_to_market__decile_01,joint_rate_beta_regime_interactions,5.0,33.24578546522969,3.363287729526221e-06,5.0,648.0,0.00026233644290304524,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__book_to_market__decile_02,joint_regime_factor_interactions,10.0,45.58909755275283,1.7021476104923958e-06,10.0,648.0,0.00013957610406037645,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__book_to_market__decile_02,joint_rate_beta_regime_interactions,5.0,35.868788330723575,1.0089721407212692e-06,5.0,648.0,8.677160410202916e-05,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__book_to_market__decile_03,joint_regime_factor_interactions,10.0,31.03343348623035,0.00057931217537143,10.0,648.0,0.02675523588087524,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__book_to_market__decile_03,joint_rate_beta_regime_interactions,5.0,13.55367547415396,0.01870743697565663,5.0,648.0,0.5822225678539135,regime_stability,False,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__book_to_market__decile_04,joint_regime_factor_interactions,10.0,33.524246226523566,0.00022227927041872743,10.0,648.0,0.012892197684286191,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__book_to_market__decile_04,joint_rate_beta_regime_interactions,5.0,13.625963965792335,0.018168298598778006,5.0,648.0,0.5822225678539135,regime_stability,False,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__book_to_market__decile_05,joint_regime_factor_interactions,10.0,95.73396896545599,3.8779651836536596e-16,10.0,648.0,4.692337872220928e-14,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__book_to_market__decile_05,joint_rate_beta_regime_interactions,5.0,57.546577046089254,3.90126375552793e-11,5.0,648.0,4.135339580859606e-09,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__book_to_market__decile_06,joint_regime_factor_interactions,10.0,74.80110401032627,5.2012972986180814e-12,10.0,648.0,5.669414055493708e-10,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__book_to_market__decile_06,joint_rate_beta_regime_interactions,5.0,33.13826089757037,3.5328518019386735e-06,5.0,648.0,0.00027202958874927787,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__book_to_market__decile_07,joint_regime_factor_interactions,10.0,88.07111269035964,1.2910215747238877e-14,10.0,648.0,1.5234054581741876e-12,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__book_to_market__decile_07,joint_rate_beta_regime_interactions,5.0,24.363817235443463,0.0001848037290202478,5.0,648.0,0.01090342001219462,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__book_to_market__decile_08,joint_regime_factor_interactions,10.0,267.4848107963728,1.1333452120883395e-51,10.0,648.0,1.575349844802792e-49,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__book_to_market__decile_08,joint_rate_beta_regime_interactions,5.0,35.586309404035376,1.149073452031646e-06,5.0,648.0,9.76712434226899e-05,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__book_to_market__decile_09,joint_regime_factor_interactions,10.0,78.23271231223075,1.113597677854538e-12,10.0,648.0,1.2472293991970824e-10,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__book_to_market__decile_09,joint_rate_beta_regime_interactions,5.0,42.136743309856946,5.526768345976992e-08,5.0,648.0,5.084626878298832e-06,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__book_to_market__decile_10,joint_regime_factor_interactions,10.0,31.568175143251203,0.000472451737476353,10.0,648.0,0.022677683398864945,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__book_to_market__decile_10,joint_rate_beta_regime_interactions,5.0,6.22639753954909,0.2848086587446053,5.0,648.0,1.0,regime_stability,False,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__earnings_to_price__decile_01,joint_regime_factor_interactions,10.0,56.41793738716879,1.714121146041526e-08,10.0,648.0,1.6112738772790344e-06,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__earnings_to_price__decile_01,joint_rate_beta_regime_interactions,5.0,10.075463524151429,0.0731250411584044,5.0,648.0,1.0,regime_stability,False,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__earnings_to_price__decile_02,joint_regime_factor_interactions,10.0,99.88806839966534,5.73816862258333e-17,10.0,648.0,7.057947405777495e-15,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__earnings_to_price__decile_02,joint_rate_beta_regime_interactions,5.0,11.486658494040626,0.04254059090666829,5.0,648.0,1.0,regime_stability,False,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__earnings_to_price__decile_03,joint_regime_factor_interactions,10.0,26.372118046481845,0.003270662673492815,10.0,648.0,0.13409716961320542,regime_stability,False,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__earnings_to_price__decile_03,joint_rate_beta_regime_interactions,5.0,15.263384452298173,0.009294271017683311,5.0,648.0,0.36247656968964914,regime_stability,False,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__earnings_to_price__decile_04,joint_regime_factor_interactions,10.0,87.36562454968873,1.7802844952434694e-14,10.0,648.0,2.082932859434859e-12,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__earnings_to_price__decile_04,joint_rate_beta_regime_interactions,5.0,14.427241707297728,0.013111601020035219,5.0,648.0,0.4982408387613383,regime_stability,False,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__earnings_to_price__decile_05,joint_regime_factor_interactions,10.0,41.02668433860484,1.1162084092906772e-05,10.0,648.0,0.0008036700546892876,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__earnings_to_price__decile_05,joint_rate_beta_regime_interactions,5.0,34.318476221948075,2.05746804375151e-06,5.0,648.0,0.0001645974435001208,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__earnings_to_price__decile_06,joint_regime_factor_interactions,10.0,9.366083883578526,0.4977486948250388,10.0,648.0,1.0,regime_stability,False,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__earnings_to_price__decile_06,joint_rate_beta_regime_interactions,5.0,2.1028050579242574,0.8347449437793037,5.0,648.0,1.0,regime_stability,False,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__earnings_to_price__decile_07,joint_regime_factor_interactions,10.0,34.57683987854806,0.0001474150392040692,10.0,648.0,0.00913973243065229,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__earnings_to_price__decile_07,joint_rate_beta_regime_interactions,5.0,20.166633663227152,0.0011628631497006172,5.0,648.0,0.05116597858682716,regime_stability,False,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__earnings_to_price__decile_08,joint_regime_factor_interactions,10.0,111.13622938526883,3.147625731501714e-19,10.0,648.0,3.9974846790071767e-17,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__earnings_to_price__decile_08,joint_rate_beta_regime_interactions,5.0,35.002884148528594,1.5026578388615346e-06,5.0,648.0,0.00012472060062550738,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__earnings_to_price__decile_09,joint_regime_factor_interactions,10.0,301.99899133525247,5.875209727820704e-59,10.0,648.0,8.225293618948986e-57,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__earnings_to_price__decile_09,joint_rate_beta_regime_interactions,5.0,22.777086984338798,0.00037234645539906076,5.0,648.0,0.0189896692253521,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__earnings_to_price__decile_10,joint_regime_factor_interactions,10.0,40.214183699433576,1.55344927453613e-05,10.0,648.0,0.0010874144921752908,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__earnings_to_price__decile_10,joint_rate_beta_regime_interactions,5.0,27.688880342280992,4.186673297003925e-05,5.0,648.0,0.0027632043760225907,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__equity_duration__decile_01,joint_regime_factor_interactions,10.0,52.79002258061458,8.145162180178112e-08,10.0,648.0,7.412097583962082e-06,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__equity_duration__decile_01,joint_rate_beta_regime_interactions,5.0,31.01980417618491,9.283286673354633e-06,5.0,648.0,0.0006776799271548882,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__equity_duration__decile_02,joint_regime_factor_interactions,10.0,101.89916474943882,2.26978254662303e-17,10.0,648.0,2.8145303578125573e-15,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__equity_duration__decile_02,joint_rate_beta_regime_interactions,5.0,51.775912325057874,5.996896561193918e-10,5.0,648.0,6.116834492417797e-08,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__equity_duration__decile_03,joint_regime_factor_interactions,10.0,169.89326286917094,2.918831766895114e-31,10.0,648.0,3.940422885308404e-29,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__equity_duration__decile_03,joint_rate_beta_regime_interactions,5.0,47.564035447364034,4.359447844040674e-09,5.0,648.0,4.2722588871598605e-07,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__equity_duration__decile_04,joint_regime_factor_interactions,10.0,317.4812035758537,3.1144802227906123e-62,10.0,648.0,4.4225619163626694e-60,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__equity_duration__decile_04,joint_rate_beta_regime_interactions,5.0,7.904817012504508,0.1615599531631072,5.0,648.0,1.0,regime_stability,False,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__equity_duration__decile_05,joint_regime_factor_interactions,10.0,32.82856089022349,0.00029105458164775536,10.0,648.0,0.016008001990626543,regime_stability,True,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__equity_duration__decile_05,joint_rate_beta_regime_interactions,5.0,9.689773705229028,0.08451800278571044,5.0,648.0,1.0,regime_stability,False,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
portfolio_excess_return__equity_duration__decile_06,joint_regime_factor_interactions,10.0,15.139807545226034,0.12704725378958776,10.0,648.0,1.0,regime_stability,False,3,registered_boundaries_shifted_+3_months,unstable,asset,confirmatory,H3,documented_reconstruction
